price,location,house_type,rooms,bathrooms,rent_duration,estate name,condition,furnishing,facilities,area,dishwasher,prepaid_meter,dinning_area,air_conditioning,chandelier,state,estate
2300000,"enugu, enugu / enugu state",Duplex,5,5,per quarter,golf estate,Newly Built,Semi-Furnished,"hot water,tiled floor,chandelier,kitchen shelf,air conditioning,dishwasher,balcony,pre paid meter,dining area,wardrobe,pop ceiling,24 hours electricity,kitchen cabinets",semi_urban,yes,yes,yes,yes,yes,enugu,yes
600000,"lagos, ojodu, yakoyo/alagbole",Duplex,5,5,per quarter,premier estate,Fairly Used,Furnished,"air conditioning,balcony,wardrobe,24 hours electricity,kitchen shelf,kitchen cabinets,hot water,tiled floor,pre paid meter,microwave,dining area,apartment",rural,no,yes,yes,yes,no,lagos,yes
8000000,"lagos, ikeja, omole phase 1",Duplex,5,5,per annum,omole phase 1,Newly Built,Semi-Furnished,"dining area,apartment,kitchen cabinets,pop ceiling,kitchen shelf,24 hours electricity,wardrobe,pre paid meter,hot water,balcony,microwave",semi_urban,no,yes,yes,no,no,lagos,no
2500000,"enugu, enugu / enugu state",Duplex,5,5,per quarter,liberty estate independence layout,Newly Built,Furnished,"pre paid meter,kitchen shelf,refrigerator,dining area,pop ceiling,24 hours electricity,balcony,hot water,air conditioning,tv,tiled floor,wardrobe",semi_urban,no,yes,yes,yes,no,enugu,yes
5000000,premier layout,Duplex,5,5,per annum,premier layout,Newly Built,Unfurnished,"pre paid meter,wardrobe,dining area,kitchen shelf,balcony,24 hours electricity,hot water,kitchen cabinets,pop ceiling,chandelier,tiled floor",rural,no,yes,yes,no,yes,none,no
3500000,"rivers, port-harcourt",Duplex,5,5,per annum,unknown,Newly Built,Furnished,none,rural,no,no,no,no,no,rivers,no
3000000,"rivers, port-harcourt",Duplex,5,5,per annum,unknown,Fairly Used,Furnished,none,rural,no,no,no,no,no,rivers,no
4000000,"enugu, enugu / enugu state",Duplex,5,1,per annum,premier layout,Newly Built,Furnished,"wardrobe,hot water,apartment,tiled floor,kitchen shelf,pop ceiling,refrigerator,chandelier,24 hours electricity,pre paid meter",semi_urban,no,yes,no,no,yes,enugu,no
3500000,"rivers, port-harcourt",Duplex,5,5,per annum,unknown,Newly Built,Furnished,none,rural,no,no,no,no,no,rivers,no
7000000,"lagos, lekki, osapa london",Duplex,5,5,per annum,unknown,Newly Built,Furnished,none,urban,no,no,no,no,no,lagos,no
9500000,"lagos, lekki, jakande",House,5,5,per annum,victory park,Fairly Used,Semi-Furnished,"air conditioning,hot water,pop ceiling,refrigerator,pre paid meter,wardrobe,kitchen cabinets,microwave,kitchen shelf,dining area,tiled floor",urban,no,yes,yes,yes,no,lagos,no
6000000,"lagos, lekki, osapa london",Duplex,5,5,per annum,eletu,Renovated,Unfurnished,"dishwasher,kitchen shelf,hot water,chandelier,kitchen cabinets,microwave,wardrobe,tiled floor,balcony,dining area,pop ceiling,pre paid meter",urban,yes,yes,yes,no,yes,lagos,no
12000000,"lagos, ikoyi",Duplex,5,5,per annum,ikoyi by olori mojisola off bananard,Newly Built,Semi-Furnished,"kitchen cabinets,refrigerator,tiled floor,microwave,pre paid meter,wardrobe,kitchen shelf,apartment,wi-fi,dishwasher,balcony,dining area,pop ceiling,hot water,chandelier,air conditioning",urban,yes,yes,yes,yes,yes,lagos,no
60000000,"abuja, wuse 2",Duplex,5,5,per annum,unknown,Fairly Used,Semi-Furnished,"hot water,balcony,microwave,dining area,wardrobe,pre paid meter,air conditioning,tiled floor,pop ceiling,kitchen shelf,24 hours electricity,chandelier,dishwasher,refrigerator,kitchen cabinets",urban,yes,yes,yes,yes,yes,abuja,no
25000000,"abuja, maitama",Duplex,5,5,per annum,unknown,Fairly Used,Unfurnished,"wardrobe,dining area,kitchen shelf,kitchen cabinets,pop ceiling,pre paid meter,tiled floor,chandelier,air conditioning,hot water",urban,no,yes,yes,yes,yes,abuja,no
2000000,"enugu, enugu / enugu state",Duplex,5,5,per annum,premier layout,Newly Built,Semi-Furnished,"pre paid meter,wardrobe,hot water,24 hours electricity,pop ceiling,kitchen cabinets,balcony,tiled floor,tv,dining area,kitchen shelf",semi_urban,no,yes,yes,no,no,enugu,no
2000000,"enugu, enugu / enugu state",Duplex,5,5,per annum,golf estate gra,Newly Built,Semi-Furnished,none,semi_urban,no,no,no,no,no,enugu,yes
5000000,"rivers, port-harcourt",Duplex,5,5,per annum,g.r.a,Fairly Used,Semi-Furnished,"kitchen cabinets,wardrobe,dining area,dishwasher,kitchen shelf,balcony,pop ceiling,pre paid meter,tiled floor,hot water,chandelier",rural,yes,yes,yes,no,yes,rivers,no
4000000,"enugu, enugu / enugu state",Duplex,5,5,per annum,zoo estate gra,Fairly Used,Furnished,"24 hours electricity,dining area,kitchen cabinets,kitchen shelf,pre paid meter,hot water,pop ceiling,apartment,balcony,air conditioning,microwave",semi_urban,no,yes,yes,yes,no,enugu,yes
8500000,"lagos, victoria island",Duplex,5,5,per annum,oniru estate,Fairly Used,Semi-Furnished,"kitchen shelf,wardrobe,dining area,hot water,chandelier,24 hours electricity,apartment,microwave,air conditioning,balcony,pop ceiling,pre paid meter,dishwasher,kitchen cabinets,tiled floor",urban,yes,yes,yes,yes,yes,lagos,yes
2500000,"enugu, enugu / enugu state",Duplex,5,5,per annum,diamond estate,Newly Built,Semi-Furnished,"24 hours electricity,pop ceiling,pre paid meter,kitchen cabinets,tiled floor,balcony,chandelier,dining area",semi_urban,no,yes,yes,no,yes,enugu,yes
6500000,"bayelsa, yenagoa",Duplex,5,5,per annum,palm avenue,Fairly Used,Furnished,"air conditioning,dishwasher,kitchen shelf,chandelier,wardrobe,dining area,tv,pop ceiling,hot water,refrigerator,tiled floor,balcony,kitchen cabinets",rural,yes,no,yes,yes,yes,bayelsa,no
5000000,"lagos, lekki, chevron",Duplex,5,5,per annum,chevy veiw,Fairly Used,Semi-Furnished,"dishwasher,kitchen cabinets,pop ceiling,chandelier,balcony,kitchen shelf,pre paid meter,wardrobe,dining area,hot water,tiled floor,microwave",urban,yes,yes,yes,no,yes,lagos,no
2000000,"enugu, enugu / enugu state",Duplex,5,5,per annum,golf estate,Fairly Used,Furnished,"dining area,24 hours electricity,tiled floor,pop ceiling,chandelier,hot water,wardrobe,kitchen cabinets,pre paid meter,balcony,kitchen shelf,dishwasher",semi_urban,yes,yes,yes,no,yes,enugu,yes
12000000,"rivers, port-harcourt",Duplex,5,5,per annum,unknown,Newly Built,Furnished,"hot water,tv,dishwasher,refrigerator,air conditioning,wi-fi",rural,yes,no,no,yes,no,rivers,no
8500000,"lagos, victoria island",Duplex,5,5,per annum,oniru,Fairly Used,Semi-Furnished,"chandelier,pre paid meter,tiled floor,microwave,wardrobe,balcony,pop ceiling,dishwasher,kitchen cabinets,apartment,hot water,dining area,kitchen shelf",urban,yes,yes,yes,no,yes,lagos,no
2000000,"rivers, port-harcourt",Apartment,5,5,per annum,unknown,Newly Built,Furnished,none,rural,no,no,no,no,no,rivers,no
3000000,"rivers, port-harcourt",Duplex,5,5,per annum,unknown,Newly Built,Furnished,none,rural,no,no,no,no,no,rivers,no
2000000,"enugu, enugu / enugu state",Duplex,5,5,per annum,independence layout,Newly Built,Furnished,"24 hours electricity,pre paid meter,wardrobe,pop ceiling,balcony,kitchen cabinets,dishwasher,kitchen shelf,dining area,hot water,tiled floor",semi_urban,yes,yes,yes,no,no,enugu,no
5500000,"lagos, lekki, chevron",Duplex,5,5,per annum,unknown,Newly Built,Semi-Furnished,none,urban,no,no,no,no,no,lagos,no
6000000,"lagos, lekki, lekki phase 1",Duplex,5,5,per annum,lekki,Fairly Used,Semi-Furnished,"pop ceiling,wardrobe,kitchen cabinets,tiled floor,dining area,pre paid meter,kitchen shelf,balcony,hot water,microwave",urban,no,yes,yes,no,no,lagos,no
16000000,"lagos, lekki",Duplex,5,5,per annum,lekki phase1,Newly Built,Semi-Furnished,"balcony,hot water,dishwasher,dining area,chandelier,kitchen cabinets,kitchen shelf,microwave,pop ceiling,pre paid meter,wardrobe",urban,yes,yes,yes,no,yes,lagos,no
5000000,"lagos, lekki, ikota",House,5,5,per annum,unknown,Newly Built,Semi-Furnished,none,urban,no,no,no,no,no,lagos,no
3500000,gudu district after eterna filling station,Townhouse/Terrace,5,5,per annum,unknown,Fairly Used,Semi-Furnished,"air conditioning,balcony,chandelier,dining area,hot water,kitchen cabinets,kitchen shelf,pop ceiling,pre paid meter,tiled floor,wardrobe",semi_urban,no,yes,yes,yes,yes,abuja,no
11000000,"abuja, wuse",Bungalow,5,5,per annum,unknown,Newly Built,Unfurnished,none,urban,no,no,no,no,no,abuja,no
2500000,"enugu, enugu / enugu state",Duplex,5,5,per annum,unknown,Newly Built,Semi-Furnished,"air conditioning,chandelier,kitchen cabinets,kitchen shelf,balcony,dining area,dishwasher,microwave,pre paid meter,hot water",semi_urban,yes,yes,yes,yes,yes,enugu,no
3000000,"rivers, port-harcourt",Duplex,5,5,per annum,unknown,Fairly Used,Unfurnished,none,rural,no,no,no,no,no,rivers,no
5000000,"lagos, lekki, ikota",Duplex,5,5,per annum,harris drive,Newly Built,Semi-Furnished,"kitchen shelf,pre paid meter,balcony,kitchen cabinets,tiled floor,hot water,wardrobe,microwave,apartment,chandelier,pop ceiling,dishwasher,dining area",urban,yes,yes,yes,no,yes,lagos,no
5000000,"rivers, port-harcourt, rumuogba",Duplex,5,5,per annum,unknown,Fairly Used,Unfurnished,none,rural,no,no,no,no,no,rivers,no
7000000,"lagos, lekki, lekki phase 2",House,5,5,per annum,chevryview estate,Newly Built,Unfurnished,"balcony,dining area,chandelier,microwave,pop ceiling,kitchen shelf,tiled floor,dishwasher,hot water,pre paid meter,wardrobe,kitchen cabinets",urban,yes,yes,yes,no,yes,lagos,yes
2500000,"rivers, port-harcourt",Duplex,5,5,per annum,unknown,Fairly Used,Unfurnished,"dining area,kitchen shelf,tiled floor,dishwasher,pop ceiling,chandelier,balcony,wardrobe,24 hours electricity",rural,yes,no,yes,no,yes,rivers,no
3000000,"lagos, ajah",Duplex,5,3,per quarter,unknown,Newly Built,Furnished,"24 hours electricity,hot water,dining area,tiled floor,kitchen cabinets,wardrobe,pre paid meter,pop ceiling",semi_urban,no,yes,yes,no,no,lagos,no
8500000,"lagos, lekki, osapa london",Duplex,5,5,per annum,eletu,Newly Built,Unfurnished,"dishwasher,balcony,kitchen shelf,chandelier,wardrobe,pop ceiling,hot water,microwave,kitchen cabinets,dining area",urban,yes,no,yes,no,yes,lagos,no
4000000,"rivers, port-harcourt",Duplex,5,5,per annum,peter odili estate,Newly Built,Unfurnished,none,rural,no,no,no,no,no,rivers,yes
4000000,"rivers, port-harcourt",Duplex,5,5,per annum,unknown,Newly Built,Furnished,none,rural,no,no,no,no,no,rivers,no
2000000,"lagos, lekki, lekki phase 2",Duplex,5,5,per annum,ogombo,Fairly Used,Unfurnished,"pop ceiling,hot water,wardrobe,tiled floor,balcony,dining area,dishwasher,pre paid meter,kitchen shelf,chandelier,kitchen cabinets",urban,yes,yes,yes,no,yes,lagos,no
25000000,"lagos, lekki",Duplex,5,5,per annum,unknown,Newly Built,Semi-Furnished,"balcony,chandelier,dining area,kitchen cabinets,kitchen shelf,pop ceiling,tiled floor,wardrobe",urban,no,no,yes,no,yes,lagos,no
10000000,road 12 admiralty way lekki phrase1,Duplex,5,5,per annum,lekki phrase1,Newly Built,Unfurnished,"dining area,pre paid meter,dishwasher,refrigerator,chandelier,tiled floor,wardrobe,24 hours electricity,kitchen cabinets,hot water,microwave,kitchen shelf,pop ceiling,balcony",urban,yes,yes,yes,no,yes,lagos,no
7500000,"lagos, lekki, chevron",Duplex,5,5,per annum,chevy view estate,Newly Built,Unfurnished,"balcony,chandelier,dining area,kitchen cabinets,microwave,pre paid meter,wardrobe,hot water,tiled floor,kitchen shelf,refrigerator,pop ceiling,dishwasher",urban,yes,yes,yes,no,yes,lagos,yes
7000000,"lagos, lekki, osapa london",Duplex,5,5,per annum,unknown,Newly Built,Unfurnished,none,urban,no,no,no,no,no,lagos,no
2500000,"lagos, ajah",Duplex,5,5,per quarter,goodnews estate,Fairly Used,Semi-Furnished,"pop ceiling,microwave,tv,kitchen shelf,balcony,kitchen cabinets,dining area,hot water,24 hours electricity,wardrobe,pre paid meter,tiled floor,chandelier,air conditioning",semi_urban,no,yes,yes,yes,yes,lagos,yes
3000000,"lagos, magodo",Duplex,5,5,per annum,unknown,Newly Built,Furnished,none,semi_urban,no,no,no,no,no,lagos,no
6000000,"lagos, lekki, lekki phase 1",Duplex,5,5,per annum,unknown,Newly Built,Semi-Furnished,none,urban,no,no,no,no,no,lagos,no
10000000,"lagos, ikoyi, old ikoyi",Duplex,5,5,per annum,ikoyi parkview estate,Newly Built,Semi-Furnished,"hot water,tiled floor,wardrobe,pop ceiling,kitchen cabinets,dishwasher,refrigerator,microwave,wi-fi,dining area,chandelier,kitchen shelf,apartment,air conditioning,pre paid meter,balcony",urban,yes,yes,yes,yes,yes,lagos,yes
1100000,"lagos, lekki, ikate-elegushi",Shared Apartment,5,5,per quarter,ikate,Newly Built,Unfurnished,"chandelier,apartment,hot water,tiled floor,kitchen cabinets,wardrobe,kitchen shelf,balcony,pre paid meter,pop ceiling",urban,no,yes,no,no,yes,lagos,no
5000000,"lagos, lekki, osapa london",Duplex,5,5,per annum,unknown,Fairly Used,Unfurnished,"pop ceiling,chandelier,tiled floor,wardrobe",urban,no,no,no,no,yes,lagos,no
3500000,"rivers, port-harcourt",Duplex,5,5,per annum,unknown,Newly Built,Unfurnished,"kitchen cabinets,pre paid meter,hot water,tiled floor,24 hours electricity,pop ceiling,wardrobe,dining area,balcony",rural,no,yes,yes,no,no,rivers,no
5000000,"rivers, port-harcourt",Duplex,5,5,per annum,shell cooperative,Newly Built,Semi-Furnished,"wardrobe,dining area,pre paid meter,hot water,balcony,kitchen shelf,tiled floor,kitchen cabinets,24 hours electricity,chandelier",semi_urban,no,yes,yes,no,yes,rivers,no
6000000,"lagos, lekki, ikota",Duplex,5,5,per quarter,lekki county,Newly Built,Furnished,"apartment,balcony,chandelier,dining area,dishwasher,hot water,kitchen cabinets,kitchen shelf,microwave,pop ceiling,tiled floor,wardrobe",urban,yes,no,yes,no,yes,lagos,no
12000000,"lagos, ikoyi",House,5,5,per annum,ikoyi,Newly Built,Semi-Furnished,"tiled floor,air conditioning,pre paid meter,dishwasher,kitchen shelf,balcony,microwave,chandelier,kitchen cabinets,wardrobe,refrigerator,dining area,hot water,pop ceiling",urban,yes,yes,yes,yes,yes,lagos,no
20000000,"lagos, lekki",Duplex,5,5,per annum,unknown,Fairly Used,Furnished,none,urban,no,no,no,no,no,lagos,no
7000000,"lagos, ikeja, adeniyi jones",Duplex,5,5,per quarter,unknown,Newly Built,Semi-Furnished,"kitchen cabinets,apartment,dishwasher,kitchen shelf,air conditioning,hot water,dining area,microwave,refrigerator,tv,24 hours electricity,pre paid meter,wardrobe,chandelier,balcony,pop ceiling,tiled floor,wi-fi",semi_urban,yes,yes,yes,yes,yes,lagos,no
4000000,"lagos, ajah, thomas estate",Duplex,5,5,per quarter,thomas estate,Newly Built,Furnished,"pre paid meter,kitchen shelf,chandelier,microwave,air conditioning,tiled floor,balcony,dining area,wardrobe,kitchen cabinets,pop ceiling",semi_urban,no,yes,yes,yes,yes,lagos,yes
6000000,"lagos, lekki",Duplex,5,5,per annum,chevron drive,Newly Built,Semi-Furnished,"balcony,chandelier,dining area,dishwasher,hot water,kitchen cabinets,kitchen shelf,microwave,pop ceiling,pre paid meter,tv,wardrobe",urban,yes,yes,yes,no,yes,lagos,no
6500000,"lagos, lekki, lekki phase 2",Duplex,5,4,per annum,chevy view estate,Newly Built,Semi-Furnished,"wardrobe,pre paid meter,balcony,tiled floor,chandelier,dishwasher,dining area,kitchen shelf,hot water,kitchen cabinets,pop ceiling",urban,yes,yes,yes,no,yes,lagos,yes
7000000,"lagos, lekki",Duplex,5,5,per annum,unknown,Newly Built,Unfurnished,"dishwasher,hot water,microwave,pop ceiling,balcony,kitchen shelf,dining area,wardrobe,chandelier,kitchen cabinets,tiled floor,pre paid meter",urban,yes,yes,yes,no,yes,lagos,no
5000000,"lagos, lekki",Duplex,5,5,per annum,ologolo estate,Fairly Used,Unfurnished,none,urban,no,no,no,no,no,lagos,yes
5000000,"lagos, lekki",Duplex,5,5,per annum,northern foreshore estate,Fairly Used,Semi-Furnished,"dining area,pre paid meter,chandelier,hot water,pop ceiling,dishwasher,apartment,microwave,tiled floor,balcony,kitchen cabinets,wardrobe,kitchen shelf",urban,yes,yes,yes,no,yes,lagos,yes
2000000,"rivers, port-harcourt",Duplex,5,5,per annum,unknown,Fairly Used,Furnished,none,rural,no,no,no,no,no,rivers,no
10000000,"lagos, victoria island",Apartment,4,3,per annum,adeola odeoku,Newly Built,Semi-Furnished,"wardrobe,tiled floor,pre paid meter,pop ceiling,kitchen shelf,kitchen cabinets,hot water,chandelier,balcony",urban,no,yes,no,no,yes,lagos,no
8500000,"lagos, ikoyi",Duplex,4,4,per annum,unknown,Newly Built,Unfurnished,none,urban,no,no,no,no,no,lagos,no
6000000,"lagos, lekki, chevron",Duplex,4,4,per quarter,tulip haven,Newly Built,Furnished,"wardrobe,tiled floor,pre paid meter,pop ceiling,microwave,kitchen shelf,kitchen cabinets,hot water,dishwasher,dining area,chandelier,balcony,air conditioning",urban,yes,yes,yes,yes,yes,lagos,no
20000000,"lagos, ikoyi, ikoyi s.w",Townhouse/Terrace,4,5,per annum,victoria island,Newly Built,Unfurnished,none,urban,no,no,no,no,no,lagos,no
1500000,"oyo, oluyole",Duplex,4,5,per annum,unity estate,Newly Built,Furnished,"pop ceiling,kitchen shelf,balcony,refrigerator,wardrobe,kitchen cabinets,dining area,hot water,pre paid meter,tiled floor,dishwasher,chandelier,microwave",rural,yes,yes,yes,no,yes,oyo,yes
1500000,"oyo, oluyole",Duplex,4,5,per annum,lagelu estate,Newly Built,Furnished,"tiled floor,pre paid meter,refrigerator,kitchen cabinets,dishwasher,balcony,pop ceiling,kitchen shelf,chandelier,24 hours electricity,dining area,hot water",rural,yes,yes,yes,no,yes,oyo,yes
1100000,new heaven extension,Bungalow,4,4,per annum,new heaven extension,Newly Built,Furnished,"microwave,balcony,24 hours electricity,chandelier,dining area",rural,no,no,yes,no,yes,none,no
800000,rotimi abiru street,Bungalow,4,3,per annum,royal creek estate,Renovated,Furnished,"pop ceiling,tiled floor",rural,no,no,no,no,no,none,yes
4500000,"abuja, asokoro",Duplex,4,4,per annum,unknown,Newly Built,Furnished,none,rural,no,no,no,no,no,abuja,no
3000000,"lagos, magodo",Duplex,4,4,per annum,magodo phase 1,Renovated,Furnished,"pre paid meter,tiled floor,wardrobe,pop ceiling,24 hours electricity,dining area,balcony,hot water,dishwasher,kitchen cabinets",semi_urban,yes,yes,yes,no,no,lagos,no
4500000,"lagos, lekki, lekki phase 1",Duplex,4,4,per annum,osapa london,Renovated,Unfurnished,"kitchen shelf,tiled floor,pop ceiling,kitchen cabinets,chandelier,pre paid meter,microwave,dining area,wardrobe,hot water,dishwasher,balcony",urban,yes,yes,yes,no,yes,lagos,no
3000000,orchid road,House,4,4,per annum,victoria crest estate,Fairly Used,Unfurnished,"hot water,pre paid meter,wardrobe,balcony,dining area,pop ceiling,24 hours electricity,tiled floor",rural,no,yes,yes,no,no,none,yes
4000000,"lagos, apapa, apapa g.r.a",Townhouse/Terrace,4,4,per annum,unknown,Newly Built,Furnished,"chandelier,wardrobe,microwave,wi-fi,dishwasher,air conditioning,dining area,tiled floor,kitchen shelf,pre paid meter,24 hours electricity,balcony,pop ceiling,kitchen cabinets,apartment,hot water",semi_urban,yes,yes,yes,yes,yes,lagos,no
9000000,"lagos, lekki, lekki expressway",Duplex,4,4,per annum,jose maria lekki phase1,Newly Built,Furnished,"microwave,balcony,dining area,pre paid meter,air conditioning,wi-fi,apartment,chandelier,24 hours electricity,hot water,pop ceiling,kitchen cabinets,tiled floor,refrigerator,kitchen shelf,dishwasher,tv,wardrobe",urban,yes,yes,yes,yes,yes,lagos,no
19000000,"lagos, ikoyi, banana island",Townhouse/Terrace,4,4,per annum,with gym,Fairly Used,Semi-Furnished,none,urban,no,no,no,no,no,lagos,no
6000000,"lagos, lekki, lekki phase 1",Duplex,4,4,per annum,osapa london,Newly Built,Unfurnished,"dining area,tiled floor,wardrobe,kitchen shelf,microwave,pop ceiling,chandelier,balcony,pre paid meter,dishwasher,hot water,kitchen cabinets",urban,yes,yes,yes,no,yes,lagos,no
2500000,25 omega clinic ada george,Duplex,4,5,per annum,omega clinic ada george,Fairly Used,Unfurnished,"hot water,kitchen cabinets,24 hours electricity,dishwasher,chandelier,balcony,pre paid meter,tiled floor,kitchen shelf,pop ceiling,wardrobe,dining area",rural,yes,yes,yes,no,yes,none,no
4000000,73 radio estate nta road port harcourt,Duplex,4,5,per annum,radio estate,Newly Built,Unfurnished,"kitchen shelf,pre paid meter,24 hours electricity,pop ceiling,dishwasher,hot water,tiled floor,kitchen cabinets,wardrobe,dining area",semi_urban,yes,yes,yes,no,no,rivers,yes
3500000,24 kings view estate g.u ake eliozu,Duplex,4,4,per annum,kings view estate,Fairly Used,Unfurnished,"hot water,pre paid meter,pop ceiling,24 hours electricity,balcony,dishwasher,tiled floor,kitchen cabinets,wardrobe,chandelier,kitchen shelf,dining area",rural,yes,yes,yes,no,yes,none,yes
3500000,31 abacha road gra phase 3,Apartment,4,4,per annum,abacha road gra phase 3,Newly Built,Unfurnished,"hot water,pop ceiling,tiled floor,balcony,pre paid meter,dining area,microwave,24 hours electricity,kitchen cabinets,kitchen shelf,dishwasher,wardrobe",rural,yes,yes,yes,no,no,none,no
22000000,"lagos, ikoyi",Apartment,4,4,per annum,ocean parade,Fairly Used,Unfurnished,"chandelier,kitchen shelf,kitchen cabinets,tiled floor,microwave,apartment,refrigerator,pre paid meter,dishwasher,air conditioning,balcony,tv,wardrobe,dining area,hot water,pop ceiling,24 hours electricity",urban,yes,yes,yes,yes,yes,lagos,no
4500000,"lagos, ajah",Duplex,4,5,per annum,unknown,Newly Built,Unfurnished,none,semi_urban,no,no,no,no,no,lagos,no
4500000,"lagos, lekki, lekki phase 1",Duplex,4,5,per annum,chevron lagos,Newly Built,Semi-Furnished,"kitchen shelf,pre paid meter,refrigerator,hot water,microwave,pop ceiling,balcony,dishwasher,kitchen cabinets,tiled floor,chandelier,dining area,wardrobe",urban,yes,yes,yes,no,yes,lagos,no
5000000,"lagos, lekki, chevron",Duplex,4,4,per annum,tulip haven,Newly Built,Semi-Furnished,"balcony,chandelier,dining area,dishwasher,kitchen cabinets,kitchen shelf,microwave,pop ceiling,pre paid meter,tiled floor,wardrobe",urban,yes,yes,yes,no,yes,lagos,no
900000,"lagos, lekki, ikota",Shared Apartment,4,5,per annum,ikota villa,Newly Built,Unfurnished,"dining area,hot water,kitchen shelf,tiled floor,wardrobe,chandelier,balcony,kitchen cabinets,pop ceiling,dishwasher,pre paid meter",urban,yes,yes,yes,no,yes,lagos,no
6000000,"lagos, ogudu, ogudu gra",Duplex,4,5,per annum,ogudu gra,Newly Built,Semi-Furnished,"balcony,tiled floor,apartment,dining area,hot water,kitchen cabinets,pre paid meter,pop ceiling,wardrobe,kitchen shelf",semi_urban,no,yes,yes,no,no,lagos,no
1600000,31 location nta road,Apartment,4,4,per annum,location nta road,Renovated,Unfurnished,"kitchen shelf,pre paid meter,wardrobe,tiled floor,kitchen cabinets,24 hours electricity,dining area",rural,no,yes,yes,no,no,none,no
15000000,"lagos, ikoyi, old ikoyi",Block of Flats,4,4,per annum,temple road ikoyi,Fairly Used,Semi-Furnished,"wardrobe,refrigerator,pre paid meter,tiled floor,hot water,kitchen cabinets",urban,no,yes,no,no,no,lagos,no
3500000,"abuja, utako",Duplex,4,5,per annum,utako,Fairly Used,Unfurnished,none,urban,no,no,no,no,no,abuja,no
2500000,"abuja, lugbe district, fha",Duplex,4,5,per annum,private property,Newly Built,Unfurnished,"24 hours electricity,balcony,chandelier,dining area,dishwasher,hot water,kitchen cabinets,kitchen shelf,pop ceiling,pre paid meter,tiled floor,wardrobe",semi_urban,yes,yes,yes,no,yes,abuja,no
1000000,"rivers, obio-akpor",Bungalow,4,5,per annum,unknown,Fairly Used,Semi-Furnished,"dining area,pop ceiling,24 hours electricity,wardrobe,tiled floor,hot water,pre paid meter,kitchen shelf,balcony,kitchen cabinets",rural,no,yes,yes,no,no,rivers,no
1700000,"enugu, enugu / enugu state",Townhouse/Terrace,4,4,per annum,nza street,Renovated,Unfurnished,"tiled floor,wardrobe,pre paid meter,24 hours electricity,air conditioning,apartment,balcony",semi_urban,no,yes,no,yes,no,enugu,no
6000000,"lagos, lekki, ikate",Duplex,4,4,per annum,unknown,Newly Built,Semi-Furnished,"chandelier,hot water,kitchen cabinets,air conditioning,balcony,kitchen shelf,24 hours electricity,pop ceiling,pre paid meter,wardrobe,dining area,tiled floor",urban,no,yes,yes,yes,yes,lagos,no
25000000,"lagos, ikoyi",Penthouse,4,4,per annum,unknown,Fairly Used,Unfurnished,"wardrobe,kitchen shelf,kitchen cabinets,dining area,tiled floor,dishwasher,microwave,balcony,air conditioning,hot water,pop ceiling",urban,yes,no,yes,yes,no,lagos,no
1800000,"enugu, enugu / enugu state",Duplex,4,5,per annum,wtc,Newly Built,Semi-Furnished,none,semi_urban,no,no,no,no,no,enugu,no
3000000,eliozu-eneka road,Duplex,4,5,per quarter,unknown,Newly Built,Semi-Furnished,"balcony,chandelier,pre paid meter,kitchen shelf,hot water,wardrobe,24 hours electricity,pop ceiling,dining area,kitchen cabinets,tiled floor",rural,no,yes,yes,no,yes,none,no
850000,emmannemeka street awka,Block of Flats,4,4,per annum,unknown,Newly Built,Unfurnished,"balcony,kitchen cabinets,wardrobe,hot water,pre paid meter,kitchen shelf,dining area,wi-fi,tiled floor,24 hours electricity",rural,no,yes,yes,no,no,anambra,no
2000000,"rivers, obio-akpor",Duplex,4,5,per quarter,big treat estate,Newly Built,Semi-Furnished,"24 hours electricity,pop ceiling,wardrobe,tiled floor,pre paid meter,balcony,hot water,dining area,kitchen cabinets",rural,no,yes,yes,no,no,rivers,yes
3500000,"rivers, port-harcourt",Duplex,4,5,per annum,unknown,Fairly Used,Unfurnished,"hot water,24 hours electricity,tiled floor,wardrobe,dining area,kitchen cabinets,balcony",rural,no,no,yes,no,no,rivers,no
3000000,"rivers, port-harcourt",Duplex,4,5,per annum,francis estate,Newly Built,Furnished,"dishwasher,dining area,pre paid meter,air conditioning,pop ceiling,24 hours electricity,kitchen shelf,tiled floor,wardrobe,balcony,kitchen cabinets,hot water",rural,yes,yes,yes,yes,no,rivers,yes
20000000,"lagos, victoria island, kofo abayomi",Duplex,4,5,per annum,de home vessels,Newly Built,Unfurnished,none,urban,no,no,no,no,no,lagos,no
9000000,"lagos, lekki, lekki phase 1",Duplex,4,5,per annum,off admitlraty way,Newly Built,Semi-Furnished,"dining area,pop ceiling,pre paid meter,chandelier,kitchen cabinets,microwave,refrigerator,dishwasher,hot water,balcony,wardrobe,kitchen shelf,tiled floor",urban,yes,yes,yes,no,yes,lagos,no
4500000,"lagos, lekki, chevron",Duplex,4,4,per quarter,bera estate,Newly Built,Furnished,"balcony,chandelier,dining area,dishwasher,hot water,kitchen cabinets,kitchen shelf,microwave,pop ceiling,pre paid meter,tiled floor,wardrobe",urban,yes,yes,yes,no,yes,lagos,yes
8500000,"lagos, lekki, lekki phase 1",Duplex,4,4,per annum,terrace duplex,Newly Built,Furnished,"tiled floor,kitchen cabinets,chandelier,microwave,refrigerator,balcony,dining area,kitchen shelf,wardrobe,dishwasher,hot water,pre paid meter,24 hours electricity,pop ceiling",urban,yes,yes,yes,no,yes,lagos,no
