price,location,house_type,rooms,bathrooms,rent_duration,estate name,condition,furnishing,facilities,area,dishwasher,prepaid_meter,dinning_area,air_conditioning,chandelier,state,estate
450000,"enugu, enugu / enugu state",Apartment,1,2,per annum,good is good,Newly Built,Furnished,"balcony,chandelier,24 hours electricity,dishwasher,pop ceiling,tiled floor,wardrobe,dining area,pre paid meter,hot water,kitchen cabinets",semi_urban,yes,yes,yes,no,yes,enugu,no
300000,"anambra, awka",Apartment,1,2,per annum,ifite awka,Newly Built,Unfurnished,"24 hours electricity,dining area,balcony,kitchen cabinets",rural,no,no,yes,no,no,anambra,no
200000,"ogun, ifo",Studio Apartment,1,1,per annum,ifedayo,Fairly Used,Unfurnished,"pre paid meter,tiled floor,dishwasher,kitchen shelf,24 hours electricity",rural,yes,yes,no,no,no,ogun,no
1000000,"lagos, ajah",Duplex,1,2,per quarter,"lekki scheme 2,abraham adesanya ajah",Newly Built,Semi-Furnished,"balcony,chandelier,dining area,wardrobe,wi-fi,pop ceiling,hot water,kitchen shelf,pre paid meter,dishwasher,24 hours electricity,kitchen cabinets,tiled floor",semi_urban,yes,yes,yes,no,yes,lagos,no
300000,marian,Apartment,1,2,per quarter,smart property,Fairly Used,Unfurnished,"balcony,24 hours electricity,kitchen shelf,dining area,kitchen cabinets",rural,no,no,yes,no,no,lagos,no
180000,arthur eze avenue awka.,Apartment,1,1,per quarter,unknown,Fairly Used,Unfurnished,none,rural,no,no,no,no,no,anambra,no
250000,"ogun, obafemi-owode",Mini Flat,1,1,per annum,harmony estate,Newly Built,Furnished,"apartment,dishwasher,tiled floor,wardrobe,kitchen cabinets,balcony",rural,yes,no,no,no,no,ogun,yes
600000,"alakahia, obio / akpor lga. rivers state",Block of Flats,1,2,per annum,unknown,Fairly Used,Unfurnished,none,rural,no,no,no,no,no,rivers,no
190000,ifite awka,Apartment,1,1,per annum,awka anambra state,Newly Built,Semi-Furnished,"tiled floor,kitchen cabinets,balcony,24 hours electricity,pre paid meter,wardrobe",rural,no,yes,no,no,no,anambra,no
350000,"nza street , gra enugu",Apartment,1,1,per annum,unknown,Fairly Used,Unfurnished,"tiled floor,dishwasher,kitchen shelf,pre paid meter",semi_urban,yes,yes,no,no,no,enugu,no
600000,"lagos, isolo, ago palace",Apartment,1,2,per quarter,unknown,Newly Built,Unfurnished,none,semi_urban,no,no,no,no,no,lagos,no
723250,"kaduna, kaduna / kaduna state",Block of Flats,1,1,per annum,phase 1,Newly Built,Furnished,"chandelier,pop ceiling,24 hours electricity,tiled floor,air conditioning,dishwasher,dining area,balcony,kitchen cabinets,pre paid meter,wardrobe,kitchen shelf,hot water",rural,yes,yes,yes,yes,yes,kaduna,no
300000,"rivers, obio-akpor",Block of Flats,1,1,per annum,centenary gardens estate eneka,Newly Built,Furnished,none,rural,no,no,no,no,no,rivers,yes
600000,"lagos, ajah",Apartment,1,2,per annum,unity estate,Newly Built,Semi-Furnished,"dishwasher,pop ceiling,dining area,wardrobe,tiled floor,wi-fi,balcony,pre paid meter,kitchen cabinets,kitchen shelf",semi_urban,yes,yes,yes,no,no,lagos,yes
220000,"osun, osogbo",Bungalow,1,2,per quarter,fountain road oshogbo,Newly Built,Furnished,"dining area,hot water,chandelier,kitchen cabinets,kitchen shelf,balcony,dishwasher,pop ceiling,24 hours electricity,air conditioning",rural,yes,no,yes,yes,yes,osun,no
115000,"oyo, ido",Mini Flat,1,1,per annum,dtb,Newly Built,Semi-Furnished,"dishwasher,pre paid meter,kitchen shelf,tiled floor,kitchen cabinets",rural,yes,yes,no,no,no,oyo,no
150000,ifite awka,Apartment,1,1,per quarter,unknown,Newly Built,Unfurnished,none,rural,no,no,no,no,no,anambra,no
170000,atimbo,Bungalow,1,1,per quarter,smart property,Fairly Used,Unfurnished,"24 hours electricity,kitchen cabinets,balcony,kitchen shelf",rural,no,no,no,no,no,none,no
300000,satellite town,Bungalow,1,2,per quarter,smart property,Fairly Used,Unfurnished,"dining area,24 hours electricity,kitchen cabinets,balcony,kitchen shelf",rural,no,no,yes,no,no,lagos,no
350000,"enugu, enugu / enugu state",Block of Flats,1,2,per quarter,unknown,Fairly Used,Semi-Furnished,"dining area,pop ceiling,pre paid meter,wardrobe,tiled floor,balcony,kitchen shelf,kitchen cabinets,24 hours electricity",semi_urban,no,yes,yes,no,no,enugu,no
200000,atimbo off nyangasang,Apartment,1,2,per quarter,smart property,Newly Built,Unfurnished,"kitchen cabinets,24 hours electricity,dining area,balcony,kitchen shelf",rural,no,no,yes,no,no,none,no
1400000,"lagos, lekki, lekki phase 1",Studio Apartment,1,1,per quarter,lekki phase one,Fairly Used,Unfurnished,"hot water,tiled floor,wardrobe,kitchen cabinets,pre paid meter,apartment,balcony,pop ceiling,kitchen shelf",urban,no,yes,no,no,no,lagos,no
250000,"anambra, awka",House,1,2,per annum,ichida street,Newly Built,Unfurnished,"tiled floor,24 hours electricity,wi-fi,pre paid meter,wardrobe,balcony,dining area",rural,no,yes,yes,no,no,anambra,no
1800000,"lagos, lekki",Block of Flats,1,2,per annum,chevyview,Newly Built,Semi-Furnished,"balcony,kitchen cabinets,tiled floor,kitchen shelf,pre paid meter,dining area,dishwasher,pop ceiling,hot water,tv",urban,yes,yes,yes,no,no,lagos,no
150000,"kosta hostel, close to nnamdi azikiwe university awka",Apartment,1,1,per annum,kosta hostel ( kruz enterprise),Fairly Used,Semi-Furnished,"balcony,tiled floor,24 hours electricity,wardrobe",rural,no,no,no,no,no,anambra,no
300000,ifite awka anambra state,Apartment,1,2,per annum,ifite awka,Fairly Used,Semi-Furnished,"24 hours electricity,tiled floor,balcony,hot water",rural,no,no,no,no,no,anambra,no
200000,"enugu, enugu / enugu state",House,1,1,per annum,golden shelters,Fairly Used,Semi-Furnished,"kitchen shelf,dishwasher,pre paid meter,24 hours electricity,tiled floor,pop ceiling",semi_urban,yes,yes,no,no,no,enugu,no
200000,book foundation ifite awka anambra state,Apartment,1,1,per annum,unknown,Newly Built,Semi-Furnished,"balcony,hot water,kitchen cabinets,pre paid meter,24 hours electricity,pop ceiling,wardrobe,tiled floor",rural,no,yes,no,no,no,anambra,no
130000,ifite awka,Apartment,1,1,per annum,godfelic lodge ( kruz enterprise),Fairly Used,Semi-Furnished,"24 hours electricity,balcony,tiled floor,wardrobe",rural,no,no,no,no,no,anambra,no
180000,"nasarawa, karu-nasarawa",Block of Flats,1,1,per annum,.,Newly Built,Unfurnished,"24 hours electricity,dining area,kitchen shelf,pre paid meter,tiled floor",semi_urban,no,yes,yes,no,no,nasarawa,no
200000,"kaduna, kaduna / kaduna state",Block of Flats,1,2,per annum,tasu villa,Newly Built,Furnished,"kitchen cabinets,kitchen shelf,24 hours electricity,hot water,pre paid meter,tiled floor,dishwasher,pop ceiling,dining area",rural,yes,yes,yes,no,no,kaduna,no
5000000,"lagos, ikoyi",Apartment,1,2,per annum,unknown,Fairly Used,Semi-Furnished,none,urban,no,no,no,no,no,lagos,no
250000,"kaduna, kaduna / kaduna state",Block of Flats,1,2,per annum,oil village,Newly Built,Furnished,"kitchen shelf,dishwasher,hot water,kitchen cabinets,24 hours electricity,pre paid meter,wardrobe",rural,yes,yes,no,no,no,kaduna,no
400000,"lagos, yaba",Studio Apartment,1,1,per annum,unknown,Fairly Used,Semi-Furnished,"kitchen cabinets,pre paid meter,tiled floor,balcony,kitchen shelf,pop ceiling",rural,no,yes,no,no,no,lagos,no
250000,"oyo, oluyole",Bungalow,1,1,per annum,jankata sreet,Newly Built,Semi-Furnished,"balcony,24 hours electricity,dishwasher,pre paid meter,tiled floor,kitchen shelf",rural,yes,yes,no,no,no,oyo,no
250000,elewuro,Room & Parlour,1,1,per annum,akobo,Fairly Used,Semi-Furnished,"pop ceiling,tiled floor,wardrobe,kitchen shelf,kitchen cabinets,24 hours electricity,air conditioning",rural,no,no,no,yes,no,none,no
100000,araromi akesan igando,Studio Apartment,1,1,per annum,unknown,Fairly Used,Furnished,none,rural,no,no,no,no,no,lagos,no
250000,"lagos, ibeju, bogije",Studio Apartment,1,1,per annum,unknown,Fairly Used,Semi-Furnished,"pop ceiling,kitchen shelf,pre paid meter,tiled floor,apartment,wardrobe",rural,no,yes,no,no,no,lagos,no
200000,"kaduna, kaduna / kaduna state",Block of Flats,1,1,per annum,unknown,Fairly Used,Furnished,"24 hours electricity,pre paid meter,tiled floor,dishwasher",rural,yes,yes,no,no,no,kaduna,no
3800000,"lagos, ikoyi, osborne foreshore estate",Mini Flat,1,1,per annum,osborne foreshore estate,Renovated,Furnished,"24 hours electricity,air conditioning,dining area,hot water,kitchen cabinets,kitchen shelf,microwave,pop ceiling,pre paid meter,refrigerator,tiled floor,tv,wardrobe,wi-fi",urban,no,yes,yes,yes,no,lagos,yes
250000,"kaduna, kaduna / kaduna state",Block of Flats,1,1,per annum,unknown,Newly Built,Furnished,"wardrobe,24 hours electricity,pop ceiling,kitchen cabinets,pre paid meter,tiled floor,hot water,kitchen shelf",rural,no,yes,no,no,no,kaduna,no
400000,"lagos, yaba",Studio Apartment,1,1,per annum,unknown,Fairly Used,Semi-Furnished,"kitchen cabinets,pre paid meter,tiled floor,balcony,kitchen shelf,pop ceiling",rural,no,yes,no,no,no,lagos,no
1500000,"lagos, lekki, ikota",Studio Apartment,1,1,per annum,ikota villa,Fairly Used,Unfurnished,none,urban,no,no,no,no,no,lagos,no
250000,elewuro,Room & Parlour,1,1,per annum,akobo,Fairly Used,Semi-Furnished,"pop ceiling,tiled floor,wardrobe,kitchen shelf,kitchen cabinets,24 hours electricity,air conditioning",rural,no,no,no,yes,no,none,no
100000,araromi akesan igando,Studio Apartment,1,1,per annum,unknown,Fairly Used,Furnished,none,rural,no,no,no,no,no,lagos,no
700000,"lagos, ajah, sangotedo",Block of Flats,1,1,per annum,silver land estate sangotedo ajah,Fairly Used,Furnished,none,semi_urban,no,no,no,no,no,lagos,yes
700000,"lagos, yaba, akoka",Mini Flat,1,1,per annum,unknown,Fairly Used,Unfurnished,"balcony,kitchen cabinets,tiled floor,apartment,dishwasher,kitchen shelf",rural,yes,no,no,no,no,lagos,no
750000,"lagos, yaba, akoka",Mini Flat,1,1,per annum,unknown,Fairly Used,Unfurnished,"kitchen shelf,tiled floor,hot water,dishwasher,apartment",rural,yes,no,no,no,no,lagos,no
900000,"lagos, ajah, sangotedo",Block of Flats,1,1,per annum,silver land estate sangotedo,Newly Built,Furnished,none,semi_urban,no,no,no,no,no,lagos,yes
220000,"oyo, oluyole",Block of Flats,1,1,per annum,jankata road,Newly Built,Semi-Furnished,"dishwasher,24 hours electricity,pre paid meter,apartment,tiled floor",rural,yes,yes,no,no,no,oyo,no
270000,"kaduna, chikun",Block of Flats,1,2,per annum,new estate,Newly Built,Furnished,"pop ceiling,hot water,balcony,kitchen cabinets,pre paid meter,wardrobe,kitchen shelf,24 hours electricity,tiled floor",rural,no,yes,no,no,no,kaduna,yes
180000,ajegunle area off asa dam,Apartment,1,1,per quarter,ajegunle,Newly Built,Unfurnished,"24 hours electricity,kitchen cabinets,dishwasher,apartment",rural,yes,no,no,no,no,none,no
400000,"abuja, lugbe district",Bungalow,1,1,per annum,unknown,Newly Built,Semi-Furnished,"kitchen cabinets,hot water,pre paid meter,wardrobe,apartment,tiled floor,balcony,kitchen shelf",semi_urban,no,yes,no,no,no,abuja,no
170000,isutiroad,Room & Parlour,1,1,per annum,unknown,Newly Built,Furnished,none,rural,no,no,no,no,no,none,no
230000,"nasarawa, karu-nasarawa",Block of Flats,1,1,per annum,beside lapai estate,Newly Built,Semi-Furnished,"kitchen cabinets,kitchen shelf,refrigerator,tv,balcony,pop ceiling,dining area,air conditioning,pre paid meter,24 hours electricity,tiled floor,apartment",semi_urban,no,yes,yes,yes,no,nasarawa,yes
72000,"ijolu community, behind school of health, ilese",Mini Flat,1,1,per annum,his grace hostel,Newly Built,Unfurnished,"balcony,pre paid meter,24 hours electricity,dishwasher",rural,yes,yes,no,no,no,none,no
600000,at the back of roban store ind.layout.,Block of Flats,1,1,per annum,unknown,Newly Built,Semi-Furnished,"kitchen cabinets,kitchen shelf,pop ceiling,pre paid meter,tv,wardrobe,balcony",rural,no,yes,no,no,no,none,no
170000,"kaduna, chikun",Block of Flats,1,1,per quarter,barnawa,Fairly Used,Semi-Furnished,"pre paid meter,kitchen cabinets,hot water,kitchen shelf,tiled floor,wardrobe,balcony",rural,no,yes,no,no,no,kaduna,no
550000,"lagos, lekki",Block of Flats,1,1,per annum,pump and sell,Fairly Used,Semi-Furnished,"tiled floor,dishwasher,pop ceiling,wi-fi,chandelier,pre paid meter,24 hours electricity,balcony",semi_urban,yes,yes,no,no,yes,lagos,no
600000,"lagos, ajah, ado / ajah",Block of Flats,1,2,per annum,rock stone estate,Newly Built,Semi-Furnished,"hot water,dining area,pre paid meter,tiled floor,pop ceiling,balcony,kitchen shelf,wi-fi,kitchen cabinets,dishwasher,24 hours electricity,wardrobe,chandelier",semi_urban,yes,yes,yes,no,yes,lagos,yes
1800000,"lagos, lekki",Block of Flats,1,2,per annum,chevyview,Newly Built,Semi-Furnished,"balcony,kitchen cabinets,tiled floor,kitchen shelf,pre paid meter,dining area,dishwasher,pop ceiling,hot water,tv",urban,yes,yes,yes,no,no,lagos,no
250000,"oyo, oluyole",Bungalow,1,1,per annum,jankata sreet,Newly Built,Semi-Furnished,"balcony,24 hours electricity,dishwasher,pre paid meter,tiled floor,kitchen shelf",rural,yes,yes,no,no,no,oyo,no
130000,"cross river, calabar",Bungalow,1,1,per annum,unknown,Newly Built,Unfurnished,none,semi_urban,no,no,no,no,no,cross river,no
150000,palace road,Room & Parlour,1,1,per annum,unknown,Newly Built,Semi-Furnished,none,rural,no,no,no,no,no,none,no
15000000,"enugu, enugu / enugu state",Farm House,1,1,per annum,unknown,Fairly Used,Furnished,"pre paid meter,24 hours electricity",semi_urban,no,yes,no,no,no,enugu,no
600000,"alakahia, obio / akpor lga. rivers state",Block of Flats,1,2,per annum,unknown,Fairly Used,Unfurnished,none,rural,no,no,no,no,no,rivers,no
350000,"enugu, enugu / enugu state",Block of Flats,1,1,per quarter,unknown,Newly Built,Semi-Furnished,none,semi_urban,no,no,no,no,no,enugu,no
500000,"lagos, ajah, off lekki-epe expressway",House,1,2,per annum,destiny homes,Fairly Used,Unfurnished,"wardrobe,balcony,tiled floor",semi_urban,no,no,no,no,no,lagos,no
770000,"lagos, ajah, off lekki-epe expressway",Block of Flats,1,1,per quarter,tera annex estate,Fairly Used,Semi-Furnished,"balcony,apartment,dishwasher",semi_urban,yes,no,no,no,no,lagos,yes
220000,"oyo, ido",Block of Flats,1,1,per annum,jankata street,Newly Built,Semi-Furnished,"pre paid meter,24 hours electricity,tiled floor,apartment,dishwasher",rural,yes,yes,no,no,no,oyo,no
2000000,"lagos, lekki, osapa london",Block of Flats,1,1,per annum,osapa london,Newly Built,Semi-Furnished,"dining area,balcony,pre paid meter,apartment,kitchen cabinets,air conditioning,tiled floor,24 hours electricity,dishwasher,kitchen shelf,hot water,pop ceiling,wardrobe,chandelier",urban,yes,yes,yes,yes,yes,lagos,no
350000,"gra by government house, awka",Bungalow,1,2,per annum,"gra , awka",Newly Built,Furnished,"24 hours electricity,chandelier,tiled floor,wardrobe,pop ceiling,balcony,dining area,dishwasher,kitchen cabinets,hot water,kitchen shelf",rural,yes,no,yes,no,yes,anambra,no
550000,"lagos, ilashe",Block of Flats,1,2,per annum,valley view estate,Newly Built,Furnished,"tiled floor,balcony,pre paid meter,kitchen cabinets,hot water,wardrobe,pop ceiling",rural,no,yes,no,no,no,lagos,yes
350000,"enugu, enugu / enugu state",Block of Flats,1,2,per quarter,unknown,Fairly Used,Semi-Furnished,"dining area,pop ceiling,pre paid meter,wardrobe,tiled floor,balcony,kitchen shelf,kitchen cabinets,24 hours electricity",semi_urban,no,yes,yes,no,no,enugu,no
250000,"rivers, obio-akpor",Block of Flats,1,1,per quarter,rukpokwu estate,Fairly Used,Furnished,none,rural,no,no,no,no,no,rivers,yes
700000,"gra phase 8, rupakurushi new layout",Block of Flats,1,2,per quarter,gra phase 8,Newly Built,Unfurnished,"apartment,pop ceiling,24 hours electricity,kitchen cabinets,chandelier,pre paid meter,kitchen shelf,dishwasher,hot water,balcony,dining area",rural,yes,yes,yes,no,yes,none,no
800000,"lagos, gbagada, phase 1 / gbagada",Duplex,1,2,per annum,unknown,Newly Built,Semi-Furnished,"apartment,balcony,dining area,kitchen cabinets,pop ceiling,pre paid meter,tiled floor,wardrobe",rural,no,yes,yes,no,no,lagos,no
250000,"lagos, ibeju, ibeju-agbe",Bungalow,1,1,per annum,ayeibami ibeju lekki,Fairly Used,Unfurnished,dishwasher,urban,yes,no,no,no,no,lagos,no
600000,"lagos, ibeju",Bungalow,1,1,per annum,oluwa off gra abijo,Newly Built,Semi-Furnished,"hot water,tiled floor,wardrobe,balcony,kitchen shelf,dishwasher,chandelier,kitchen cabinets,pop ceiling",rural,yes,no,no,no,yes,lagos,no
300000,"lagos, ibeju, awoyaya",Bungalow,1,1,per quarter,awoyaya by new roads,Renovated,Semi-Furnished,"pop ceiling,dishwasher,kitchen shelf,dining area,tv,wi-fi,balcony,kitchen cabinets,tiled floor,chandelier",rural,yes,no,yes,no,yes,lagos,no
400000,"lagos, amuwo-odofin",Apartment,1,1,per annum,divine estate,Fairly Used,Semi-Furnished,"pop ceiling,tiled floor,kitchen cabinets,pre paid meter,balcony,hot water",rural,no,yes,no,no,no,lagos,yes
450000,"lagos, ikotun/igando, igando / ikotun/igando",Block of Flats,1,1,per annum,akesan,Fairly Used,Semi-Furnished,none,rural,no,no,no,no,no,lagos,no
330000,"nasarawa, karu-nasarawa",Block of Flats,1,1,per annum,one man village dunamis adeyi junction,Newly Built,Semi-Furnished,"24 hours electricity,dining area,kitchen shelf,pop ceiling,pre paid meter,tiled floor",semi_urban,no,yes,yes,no,no,nasarawa,no
400000,"rivers, obio-akpor",Block of Flats,1,1,per quarter,unknown,Newly Built,Semi-Furnished,"tiled floor,hot water,balcony,24 hours electricity,pop ceiling,kitchen cabinets,pre paid meter,wardrobe",rural,no,yes,no,no,no,rivers,no
170000,atimbo,Bungalow,1,1,per quarter,smart property,Fairly Used,Unfurnished,"wardrobe,kitchen shelf,balcony,tiled floor",rural,no,no,no,no,no,none,no
4500000,"lagos, lekki",Apartment,2,3,per quarter,unknown,Fairly Used,Furnished,"tv,dining area,pop ceiling,wardrobe,kitchen cabinets,refrigerator,hot water,tiled floor,apartment,24 hours electricity,kitchen shelf,microwave,chandelier,balcony,dishwasher,air conditioning,pre paid meter",urban,yes,yes,yes,yes,yes,lagos,no
2500000,"lagos, lekki, osapa london",Block of Flats,2,2,per annum,osapa london,Renovated,Semi-Furnished,"tiled floor,air conditioning,kitchen shelf,pre paid meter,hot water,pop ceiling,kitchen cabinets,wardrobe",urban,no,yes,no,yes,no,lagos,no
7000000,"lagos, victoria island",Apartment,2,3,per annum,oju olobun,Fairly Used,Furnished,"24 hours electricity,chandelier,tv,balcony,pop ceiling,pre paid meter,dining area,kitchen shelf,dishwasher,tiled floor,refrigerator,apartment,kitchen cabinets,wardrobe,hot water,microwave,air conditioning",urban,yes,yes,yes,yes,yes,lagos,no
1500000,"lagos, isolo, ago palace",Apartment,2,2,per annum,unknown,Newly Built,Unfurnished,"hot water,apartment,kitchen cabinets,wardrobe,24 hours electricity,dining area,pop ceiling,tiled floor,kitchen shelf,balcony,pre paid meter",semi_urban,no,yes,yes,no,no,lagos,no
500000,behind polytechnic ibadan,Apartment,2,3,per quarter,unknown,Newly Built,Semi-Furnished,"apartment,balcony,chandelier,dining area,hot water,kitchen cabinets,kitchen shelf,microwave,pop ceiling,pre paid meter,tiled floor,wardrobe,wi-fi,24 hours electricity",rural,no,yes,yes,no,yes,oyo,no
450000,"18b, segun jegede street, ilupeju- magboro, ,ogun stste",Block of Flats,2,2,per annum,unknown,Fairly Used,Furnished,"kitchen cabinets,tiled floor,pop ceiling,wardrobe,kitchen shelf",rural,no,no,no,no,no,ogun,no
1600000,fo1,Apartment,2,3,per annum,extension 1 estate,Newly Built,Furnished,"chandelier,tiled floor,kitchen shelf,pop ceiling,kitchen cabinets,hot water,wardrobe,24 hours electricity,dining area,pre paid meter,apartment,balcony",rural,no,yes,yes,no,yes,none,yes
1000000,f14,Block of Flats,2,3,per annum,unknown,Newly Built,Furnished,"wardrobe,hot water,dining area,24 hours electricity,apartment,kitchen shelf,tiled floor,chandelier,pop ceiling,pre paid meter,balcony,kitchen cabinets",rural,no,yes,yes,no,yes,none,no
120000,unity street egan road iyesi otta,Apartment,2,2,per annum,unity estate,Fairly Used,Semi-Furnished,"balcony,24 hours electricity,kitchen cabinets,tiled floor",rural,no,no,no,no,no,none,yes
1500000,"cross river, calabar",Maisonette,2,2,per annum,unknown,Fairly Used,Furnished,hot water,semi_urban,no,no,no,no,no,cross river,no
400000,"lagos, ibeju",Block of Flats,2,2,per annum,unknown,Newly Built,Furnished,"kitchen cabinets,hot water,air conditioning,balcony,chandelier,dishwasher,dining area,kitchen shelf",urban,yes,no,yes,yes,yes,lagos,no
6000000,"cross river, calabar",Apartment,2,3,per annum,federal housing,Newly Built,Unfurnished,"balcony,air conditioning,dining area,kitchen shelf,tiled floor,hot water,wardrobe,pre paid meter",semi_urban,no,yes,yes,yes,no,cross river,no
600000,"imo, owerri",Block of Flats,2,3,per annum,jeuidco homes,Newly Built,Unfurnished,"24 hours electricity,hot water,balcony,pre paid meter,dining area,kitchen cabinets,wardrobe,pop ceiling,tiled floor,chandelier",semi_urban,no,yes,yes,no,yes,imo,no
1200000,"lagos, isolo, ago palace",Apartment,2,2,per quarter,unknown,Newly Built,Unfurnished,none,semi_urban,no,no,no,no,no,lagos,no
350000,"cross river, calabar",Apartment,2,1,per annum,unknown,Fairly Used,Unfurnished,none,semi_urban,no,no,no,no,no,cross river,no
400000,"cross river, calabar",Bungalow,2,3,per annum,unknown,Fairly Used,Unfurnished,"balcony,dining area,pre paid meter,wardrobe,tiled floor",semi_urban,no,yes,yes,no,no,cross river,no
625000,"cross river, calabar",Apartment,2,2,per annum,unknown,Fairly Used,Unfurnished,"pre paid meter,tiled floor,kitchen cabinets,wardrobe,balcony",semi_urban,no,yes,no,no,no,cross river,no
330000,"cross river, calabar",Maisonette,2,3,per annum,rotimi ameachi avenue,Fairly Used,Unfurnished,"pop ceiling,pre paid meter,wardrobe,dining area,balcony,tiled floor",semi_urban,no,yes,yes,no,no,cross river,no
550000,"cross river, calabar",Bungalow,2,3,per annum,unknown,Newly Built,Unfurnished,"pre paid meter,tiled floor,balcony,dining area,kitchen cabinets,wardrobe,dishwasher,pop ceiling",semi_urban,yes,yes,yes,no,no,cross river,no
835000,"cross river, calabar",Maisonette,2,3,per quarter,unknown,Fairly Used,Unfurnished,"kitchen shelf,balcony,hot water,tiled floor,dining area,pop ceiling,wardrobe,kitchen cabinets",semi_urban,no,no,yes,no,no,cross river,no
2000000,"lagos, ikeja, adeniyi jones",Block of Flats,2,2,per annum,abc estate,Fairly Used,Furnished,"pop ceiling,kitchen cabinets,pre paid meter,dining area,wardrobe",semi_urban,no,yes,yes,no,no,lagos,yes
6000000,"lagos, victoria island",Apartment,2,3,per annum,idejo,Fairly Used,Furnished,"kitchen cabinets,kitchen shelf,apartment,pop ceiling,hot water,microwave,dishwasher,chandelier,balcony,dining area",urban,yes,no,yes,no,yes,lagos,no
1500000,"lagos, isolo, ago palace",Block of Flats,2,3,per quarter,star time estate,Newly Built,Furnished,"pre paid meter,dishwasher,apartment,kitchen shelf,pop ceiling,hot water,chandelier,tiled floor,kitchen cabinets,24 hours electricity,wardrobe,balcony,dining area",semi_urban,yes,yes,yes,no,yes,lagos,yes
1500000,"lagos, amuwo-odofin",Block of Flats,2,3,per annum,startime,Newly Built,Semi-Furnished,"24 hours electricity,pop ceiling,kitchen cabinets,wardrobe,apartment,hot water,dining area,dishwasher,kitchen shelf,chandelier,tiled floor,balcony",rural,yes,no,yes,no,yes,lagos,no
700000,"lagos, agboyi/ketu",Apartment,2,3,per annum,unknown,Newly Built,Furnished,"hot water,kitchen shelf,tiled floor,balcony,24 hours electricity,wardrobe,pre paid meter,apartment,kitchen cabinets",rural,no,yes,no,no,no,lagos,no
800000,"oyo, oluyole",Block of Flats,2,3,per annum,peace estate,Newly Built,Furnished,"balcony,air conditioning,pre paid meter,kitchen cabinets,dining area,24 hours electricity,chandelier,tiled floor,wardrobe,dishwasher,hot water,pop ceiling,kitchen shelf",rural,yes,yes,yes,yes,yes,oyo,yes
690000,"cross river, calabar",Bungalow,2,3,per annum,unknown,Newly Built,Unfurnished,"microwave,pre paid meter,kitchen shelf,balcony,dining area,wardrobe,tiled floor",semi_urban,no,yes,yes,no,no,cross river,no
1200000,"lagos, ibeju, badore",Apartment,2,3,per annum,seaside estate,Newly Built,Semi-Furnished,"balcony,dining area,kitchen shelf,wardrobe,pop ceiling,pre paid meter,tiled floor,chandelier,kitchen cabinets,dishwasher,hot water",rural,yes,yes,yes,no,yes,lagos,yes
1000000,"rivers, obio-akpor",Block of Flats,2,3,per annum,shell cooperative estate area,Newly Built,Semi-Furnished,"balcony,24 hours electricity,pre paid meter,wardrobe,tiled floor,pop ceiling,kitchen cabinets,hot water,chandelier,dining area,kitchen shelf",rural,no,yes,yes,no,yes,rivers,yes
500000,"y junction okpuno awka,",Block of Flats,2,3,per quarter,unknown,Newly Built,Furnished,"wardrobe,dining area,kitchen cabinets,24 hours electricity,pre paid meter,kitchen shelf,pop ceiling,tiled floor,balcony,dishwasher",rural,yes,yes,yes,no,no,anambra,no
1000000,ifite by book foundation. awka,Block of Flats,2,3,per quarter,ifite awka,Newly Built,Unfurnished,"pop ceiling,balcony,wi-fi,24 hours electricity,pre paid meter,wardrobe,dining area,tiled floor,kitchen cabinets",rural,no,yes,yes,no,no,anambra,no
350000,nibo,Apartment,2,3,per annum,unknown,Newly Built,Unfurnished,"dining area,24 hours electricity,wi-fi,wardrobe,balcony,pre paid meter,tiled floor",rural,no,yes,yes,no,no,none,no
750000,"lagos, ajah, ado / ajah",Block of Flats,2,3,per annum,"good home estate, okeira bridge",Renovated,Unfurnished,"kitchen cabinets,balcony,wardrobe,pre paid meter,tiled floor,dining area",semi_urban,no,yes,yes,no,no,lagos,yes
1400000,"lagos, isolo, ago palace",Apartment,2,2,per annum,startimes,Newly Built,Unfurnished,"24 hours electricity,dining area,balcony,kitchen shelf,kitchen cabinets,pop ceiling,pre paid meter,apartment,hot water,wardrobe,tiled floor",semi_urban,no,yes,yes,no,no,lagos,no
500000,rumudara,Apartment,2,3,per annum,unknown,Renovated,Furnished,"24 hours electricity,balcony,dining area,dishwasher,hot water,pop ceiling,pre paid meter,tiled floor,wardrobe,kitchen cabinets",rural,yes,yes,yes,no,no,none,no
350000,umubelle awka.,Apartment,2,2,per annum,umubelle axis,Newly Built,Unfurnished,"pre paid meter,dining area,wardrobe,tiled floor,dishwasher,24 hours electricity,balcony",rural,yes,yes,yes,no,no,anambra,no
1500000,"rivers, obio-akpor",Duplex,2,3,per annum,shell cooperative estate area,Newly Built,Semi-Furnished,"wardrobe,pre paid meter,24 hours electricity,hot water,dining area,kitchen cabinets,kitchen shelf,tiled floor,balcony,pop ceiling,chandelier",rural,no,yes,yes,no,yes,rivers,yes
800000,"anambra, awka",Apartment,2,3,per annum,okpuno awka,Newly Built,Unfurnished,"apartment,balcony,24 hours electricity,pre paid meter,pop ceiling,tiled floor,wi-fi,wardrobe,hot water,kitchen cabinets,dining area",rural,no,yes,yes,no,no,anambra,no
400000,"12, rumuoji",Block of Flats,2,3,per annum,eneka,Newly Built,Semi-Furnished,none,rural,no,no,no,no,no,none,no
